Module,Subsection,Route,Page Type,In Sidebar,Depth,File Path
Production,Scheduling,/production/scheduling/edit/:id,detail,No,4,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\scheduling\edit\[id]\page.tsx
Production,Scheduling,/production/scheduling/view/:id,detail,No,4,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\scheduling\view\[id]\page.tsx
Production,Shopfloor,/production/shopfloor,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\shopfloor\page.tsx
Production,Work Orders,/production/work-orders,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\work-orders\page.tsx
Production,Work Orders,/production/work-orders/add,create,No,3,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\work-orders\add\page.tsx
Production,Work Orders,/production/work-orders/edit/:id,detail,No,4,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\work-orders\edit\[id]\page.tsx
Production,Work Orders,/production/work-orders/view/:id,detail,No,4,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\production\work-orders\view\[id]\page.tsx
Project Management,Analytics,/project-management/analytics,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\analytics\page.tsx
Project Management,Budget,/project-management/budget,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\budget\page.tsx
Project Management,Change Orders,/project-management/change-orders,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\change-orders\page.tsx
Project Management,Commissioning,/project-management/commissioning,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\commissioning\page.tsx
Project Management,Create,/project-management/create,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\create\page.tsx
Project Management,Customer Acceptance,/project-management/customer-acceptance,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\customer-acceptance\page.tsx
Project Management,Dashboard,/project-management,dashboard,Yes,1,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\page.tsx
Project Management,Dashboard,/project-management/dashboard,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\dashboard\page.tsx
Project Management,Deliverables,/project-management/deliverables,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\deliverables\page.tsx
Project Management,Documents,/project-management/documents,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\documents\page.tsx
Project Management,Installation Tracking,/project-management/installation-tracking,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\installation-tracking\page.tsx
Project Management,Issues,/project-management/issues,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\issues\page.tsx
Project Management,Labor Tracking,/project-management/labor-tracking,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\labor-tracking\page.tsx
Project Management,Material Consumption,/project-management/material-consumption,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\material-consumption\page.tsx
Project Management,Milestone Templates,/project-management/milestone-templates,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\milestone-templates\page.tsx
Project Management,Mrp,/project-management/mrp,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\mrp\page.tsx
Project Management,Profitability,/project-management/profitability,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\profitability\page.tsx
Project Management,Progress,/project-management/progress,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\progress\page.tsx
Project Management,Project Costing,/project-management/project-costing,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\project-costing\page.tsx
Project Management,Project Types,/project-management/project-types,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\project-types\page.tsx
Project Management,Quality Inspection,/project-management/quality-inspection,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\quality-inspection\page.tsx
Project Management,Reports,/project-management/reports,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\reports\page.tsx
Project Management,Resource Allocation,/project-management/resource-allocation,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\resource-allocation\page.tsx
Project Management,Resource Utilization,/project-management/resource-utilization,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\resource-utilization\page.tsx
Project Management,Resources,/project-management/resources,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\resources\page.tsx
Project Management,Schedule,/project-management/schedule,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\schedule\page.tsx
Project Management,Settings,/project-management/settings,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\settings\page.tsx
Project Management,Site Issues,/project-management/site-issues,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\site-issues\page.tsx
Project Management,Site Survey,/project-management/site-survey,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\site-survey\page.tsx
Project Management,Tasks,/project-management/tasks,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\tasks\page.tsx
Project Management,Templates,/project-management/templates,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\templates\page.tsx
Project Management,Timeline,/project-management/timeline,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\timeline\page.tsx
Project Management,View,/project-management/view/:id,detail,No,3,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\view\[id]\page.tsx
Project Management,Wbs,/project-management/wbs,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\project-management\wbs\page.tsx
Projects,Commissioning,/projects/commissioning,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\projects\commissioning\page.tsx
Projects,Dashboard,/projects,dashboard,Yes,1,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\projects\page.tsx
Projects,Planning,/projects/planning,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\projects\planning\page.tsx
Projects,Resources,/projects/resources,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\projects\resources\page.tsx
Projects,Tracking,/projects/tracking,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\projects\tracking\page.tsx
Reports,Analytics,/reports/analytics,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\reports\analytics\page.tsx
Reports,Custom,/reports/custom,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\reports\custom\page.tsx
Reports,Dashboards,/reports/dashboards,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\reports\dashboards\page.tsx
Rfq,Add,/rfq/add,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\rfq\add\page.tsx
Rfq,Edit,/rfq/edit/:id,detail,No,3,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\rfq\edit\[id]\page.tsx
Rfq,View,/rfq/view/:id,detail,No,3,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\rfq\view\[id]\page.tsx
Sales,Dashboard,/sales,dashboard,Yes,1,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\sales\page.tsx
Sales,Handover,/sales/handover,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\sales\handover\page.tsx
Sales,Orders,/sales/orders,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\sales\orders\page.tsx
Sales,Quotations,/sales/quotations,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\sales\quotations\page.tsx
Sales,Rfp,/sales/rfp,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\sales\rfp\page.tsx
Support,Incidents,/support/incidents,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\support\incidents\page.tsx
Support,Knowledge,/support/knowledge,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\support\knowledge\page.tsx
Support,Tickets,/support/tickets,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\support\tickets\page.tsx
Workflow,Approvals,/workflow/approvals,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\workflow\approvals\page.tsx
Workflow,Automation,/workflow/automation,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\workflow\automation\page.tsx
Workflow,Templates,/workflow/templates,list,Yes,2,D:\KreupAI\ManufacturingOS-1\b3-erp\frontend\src\app\(modules)\workflow\templates\page.tsx
